titulo,texto
JPB Móvel Especial de Natal-2994936.wav,comunidad história positivo história bonita interessant e-mail experiência repórter móvel especi endereço lembra telefon contato reportagen semana história
Calendário JPB vai ao bairro do Bessa.-3939130.wav,programa antigo vida respeito norma trânsito acident cruzamento rua carneiro ajuda equip chamado redutor velocidad asfalto movimentação convit alta velocidad hora feio moto velocidad freada pega redutor história ninguém ninguém ninguém prédio muro janeiro alta velocidad volta hora noit rapaz muro elétrica portão dano patrimoniai óbito excesso velocidad pessoa placa sinalização semana corre-corr carro moto frent solicitamo ator velocidad acident direto senhora susto semana carro motor barulho expectativa medo desgraça placa sinalização motorista velocidad hora realidad educação ninguém pista corrida reta física vejo faixa pedestr amiga simpl competent solução
"Calendário JPB mostra estrada construída em Cabaceiras, no Cariri da Paraíba-3833082.wav",cidad estrada notícia cenário gravaçõ minisséri longas-metragen cidad nordestina fama estrada acesso cidad bode digna forcinha primeira cena film pequeno trecho estrada gravamo capítulo estrada sinalizada coisa vontad tranquilo obra important important município destino viagem pavimentação estrada entrada cidad rodovia longa-metragem capítulo claro história principai nordestina obra sonho antigo present present estrada esburacada torno hora obra viagem comércio cidad modo obra sonho feliz satisfeito história capítulo
Calendário JPB volta a Patos pra cobrar o prazo para o calçamento de uma rua-6185751.wav,comunidad salgadinho cidad empresa engano prazo salgadinho calçamento maio prazo calçamento esperança festa carimbo casamento ele mediçõ dinheiro carro numeração erro dia materi data reportagem nome receberia calçamento culpa erro empresa obra engano pedra pedra trist expectativa calçamento buraco pedra chuva terra estrutura dinheiro bolso bocado prefeito apelo imposto comunidad poeira vivo rouca poeira produção contato obra infraestrutura telefon secretário recurso obra projeto pavimentação
"Muros de casas, derrubados pela Prefeitura de João Pessoa, continuam sem solução-3358198.wav",casa obra própria secretaria infraestrutura bronca casa obra proteção segurança casa risco animai peçonhento terreno secretaria infraestrutura município reconstrução par seinfra alternativa caso prazo data jeito ligação produção última resposta secretaria infraestrutura e-mail obra desaforamento canal palavra esperança casa marca ração casa água mandei casa casa sogro pior senhora senhora casa destruição muro causarão desculpa inverno desculpa copa foto tijolo cimento obra muro casa volta serviço materi obra arranjo
Moradores de comunidade de João Pessoa reclamam de obra inacabada-3742037.wav,imagem direito esgoto abril equip situação comunidad obra prejuízo reclamação ajuda abril obra serviço escoamento drenagem cort alicerc pedido comunidad reportagem equip seinfra serviço reportagem autoridad história caso história fico feliz comunidad última junho junho muro serviço informação mundo hora casa moradora muro casa obra senhora situação quintal olha surpresa lembro
Moradores de Santa Rita reivindicam posto de saúde-4388121.wav,quarta-feira cicerolândia posto saúd obra posto parada última promessa força amiga parqu diversõ posto saúd posto saúd comunidad ansiosa situação posto saúd comunidad última precária médico medicamento médico população pessoa ambulância novidad positivo comunidad zona rural comunidad cidad longo percurso estrada barro atendimento médico saúd casa estrutura precária médica história médico comunidad obra posto saúd saúd comunidad obra pronta fevereiro última secretário secretário comunicação prefeitura resposta concreta comunidad secretaria saúd obra acabamo compromisso compromisso independent compromisso promessa osso duro roer obra jeito porta-voz promessa porta-voz notícia important obra gestão prefeito etapa afastamento
Calendário JPB em João Pessoa-2333494.wav,comunidad post risco vida família situação ajuda equip tenso motivo post antigo inverno situação sort casa posto frent casa desabar tragédia telefon pior senhora fort frent casa mundo seguint muro defesa civil acident proprietário terreno construção muro contenção barreira inevitável chuva inverno barreira post situação risco comunidad casa frent direção casa sério solução urgent vida ajuda azul todinho telefonema absurdo frent casa autoridad rápido pessoa humild post transtorno comunidad inverno foto respeito hora entulho post medo inverno inverno tragédia busca solução caso hora luta autoridad caso assessoria imprensa
"Calendário JPB mostra problema de quem precisa atravessar a BR 230, próximo ao Bessa-3829849.wav",início situação risco vida estudant pessoa trecho br-230 faixa pedestr universidad sala ajuda situação tempo passarela faixa pedido carro sede resposta trecho rodovia engenheiro branco reportagem desenho rodovia desenho explicação casa travessia solução sério volum veículo rodovia limit projeto adequação capacidad rodovia construção viaduto passagem pedestr viaduto rodovia pedestr condiçõ rodovia segura paliativo projeto obra situação verdad faixa pedestr situação particular situação crítica viaduto velocidad alta retão rodovia direção conflito faixa pedestr situação risco faixa pedestr rua laterai faixa pedestr laterai
Calendário JPB volta à Santa Rita-4176229.wav,situação posto saúd pronto situação fácil data equip esperança caso prédio unidad saúd comunidad novidad alguém ninguém situação piorou médica conta atraso pagamento demissão pedi demissão entrada grávida carro transport posto difícil posto saúd casa instalaçõ inadequada médica secretário comunicação comigo resposta satisfação valeu pena pouquinho secretário comunidad secretário ansioso resposta posto saúd comunidad médico comunidad obra história situação obra contrapartida governo feder prazo partida gestão interina vice-prefeito partida recurso processo reportagem procura construtora papelada obra secretaria saúd obra documentação usina refeito continuidad hora comunidad novidad visita medida cabívei médico dentista secretário saúd seguida jurídico saúd documentação
Moradores do Jardim Paulistano reclamam de água que serve de abrigo para Aedes aegypti-4692643.wav,mosquito aed quarta-feira proposta governo estadu quarta ofici limpeza casa estado ambient trabalho possibilidad aed aegypti ideia mundo importância semana período mosquito lembra luta mosquito semana governo plano combat aed aegypti parceria exército capacitação batalha capacitação grupamento engenharia açõ agent vigilância ambient visita semanai casa larva mosquito aed conversa água produção ligaçõ pessoa obra calçamento cidad pavimentação sinal principai sono água trecho senhora senhora trabalho apelação secretaria obra vizinhança ele campanha quintal água casa porta água lodo mosquito sujeira podridão cheiro seca volta seca esgoto saneamento período recesso água água seca água retorna palavra moradora senhora salão
Calendário JPB em Água Fria-3146033.wav,água frio solução simpl calçamento difícil volta limit casamento metad ele ação público fácil poeira filho luta content conosco conosco gostaria época salário político festividad orla saúd educação infraestrutura infraestrutura maio maio cobra solução maio maio abaixo-assinado entrada seinfra catalogar andamento comprometimento população população pele mundo solução sonha data marca situação jeito admissível sinusit poeira peça moto suspensão buraqueira moto senhora idosa conta sexta-feira informação assessoria imprensa secretaria infraestrutura secretário manhã e-mail secretário
"Calendário JPB volta mais uma vez ao Distrito Mecânico, em João Pessoa-5030128.wav",equip pertinho centro capit carona novela última visita cifra tubulação água chuva palavra assessoria imprensa obra situação mesma pior galeria água chuva direito olha manilha abandoná-la linda frent buraco bonito bonito porta estabelecimento manilha porta estabelecimento visita entrada acesso surpresa secretário dinheiro prioridad rua eleita orçamento participativo secretário obra drenagem saneamento pavimentação justo chuva senhor caminhão carro conta foto prefeito portão prefeito selfi olha buraco
Veja alguns casos solucionados através do quadro Calendário JPB em 2012-2318884.wav,carro alta velocidad velocidad istencia moto avenida casa
"Calendário JPB volta ao bairro Alto da Boa Vista, em Bayeux-2468208.wav",campo janeiro situação buraco casa risco março quem secretário planejamento secretária infraestrutura data resposta projeto solução testa notícia protocolo projeto telefon secretaria infraestrutura secretário planejamento trânsito coisa data comunidad situação medo chuva buraco antigo árvore motivo feia aparelho venha período chuvoso verdad resposta luta difícil esperança última important resposta secretário planejamento sozinha secretário oportunidad notícia secretária novidad caso prazo prazo cidad prazo motivo complexo rua
Confira o Calendário JPB dessa terça-feira-4646802.wav,importância combat mosquito aed dengu doença música microcefalia piscina cheia água suja obra ninguém ess grave ninguém tela pequenininha obra transtorno população jeito semana colega tanqu terreno perigo comunidad água época mosquito aed preocupação comunidad situação jeito vejo reportagem parqu diversõ mosquito aed graça hora janela porta hora nuvem muriçoca hora noit mosquito mato sombra água acumulada limpa paraíso mosquito mosquito dengu mosquito dengu febr chikungunya víru desespero pedimo autoridad nome dengu pior mordida lençol cabeça lençol cheio sangu piscina enorm mosquito dengu verdad piscina esgoto
"Calendário JPB vai até o bairro do Cruzeiro, em Campina Grande-2834172.wav",ótima junho início construção rede esgoto história vivo lama esgoto aberto sofrimento verdad alegria tristeza cabeça ricardo vivo lusiv cobrança resposta solução reportagem construção rede esgoto calçamento junho esgoto problema comunidad claro assunto situação calçamento esgoto diferent rede esgoto começaram parágrafo serviço governo empresa serviço ninguém ninguém capoeira calçada vida paralelepípedo calçamento lama lama trans poeira calçamento tubulação rede água carro descanso água noit login desperdício água entrevista risco caminhõ bobagem mundo providência residência calçada obra prejuízo materi
Calendário JPB vai até o bairro de Jaguaribe-4210854.wav,hora vala proteção acident normal chuva cadê síndica prédio casa difícil jovem porteiro pont madeira pont quartinho difícil dificuldad carro direto mato ninguém buraco pessoa braço perna situação coisa pior mostra conta senhor escada escada manutenção prédio bota sapato test equilíbrio chuva pessoa casa idosa sapato fico idosa prédio causa situação pessoa cadeirant dificuldad locomoção acredito galeria escoar água chuva galeria conta entupimento buraco transtorno acident situação foto chuva situação prefeito solução absurdo respeito público limpeza limpeza desentupimento escoamento água trampo
Calendário JPB volta à comunidade Girassol-3175726.wav,assunto comunidad girassol solução lixo sucata prédio público última caçamba lixo caçamba satisfação mulher seguint caçamba caçamba lixo falei lixo casa coleta condição coleta ele lixo conjunto girassol escada senhor caminhonet despejo lixo hora limpa limpinho jeito legal escorpião caranguejeira cobra coral ninguém bicho rato senhora lixo coloco lixo galpão sucata materi respeito caixa sucata última levantamento materi levantamento quantidad ben procedimento plaqueta lot previsão finalzinho março processo seguida secretaria administração responsável certo abertura processo leilão processo materiai secretaria materi processo acúmulo materi limpa mato pesado comunidad lixo materi entrada lixo comunidad lixo murado
"Calendário JPB vai a cidade de Queimadas, na Paraíba-2860221.wav",cidad pedido comunidad obra criança escola mãe acordo diretr base educação educação infantil responsabilidad estado risca construção crech obra crech município crech período família causa senhora revolta construção crech escola obra família criança amiga milhão reai convênio prefeitura governo feder programa aceleração crescimento maio motivo alegria cabeça vizinhança dinheiro providência público queremo satisfaçõ inadimissível dinheiro noit pessoa fogo droga espaço criança carent pessoa medo medo bolsa escola vida difícil população pobr pessoa ação fiação elétrica risco segurança criança obra educação período escola modelo aluno ensino integr obra iniciada pared sala aula modelo abandono secretário município construtora obra construtora obra construtora obra fato motivo obra
Calendário JPB retorna ao ginásio Padre Hildon Bandeira-2792404.wav,olho data ginásio banho comunidad obra bonito obra pertinho ritmo razoável andamento última materi menino estrutura conclusão ginásio praça esportiva disposição comunidad trabalho inauguração espera demora pena pena negócio melhor maneira andamento obra devagarzinho data compromisso responsabilidad circul quadrado setembro olho promessa casamento padrinho casamento ginásio feliz
Calendário JPB volta ao bairro do Catolé-4084390.wav,obra instalação gasoduto consequência buraco frent equip trecho transtorno obra instalação gasoduto buraco colocação cano passagem natur asfalto poeira dia chuva lama setembro representant empresa responsável implantação gasoduto situação previsão casa data responsabilidad data volta situação empresa present chuva chuva alargamento completo empresa imprensa veio semana garagen transtorno presença prestativo chamamo televisão alagamento lama atenção equip obra jeito dinheiro diretor region gerent serviço avenida movimentação manta asfáltica segura obra população
Calendário JPB volta ao bairro de Água Fria-3275606.wav,metad problema água fria capit maio luta completo metad outubro verba cidad calçamento rua lista volta anda história comunidad esquina famosa quanta direto assunto contato notícia verba cidad presença representant sequer resposta decepção todinho sequer resposta governant descaso conosco votaçõ orçamento participativo reuniõ ano direito completo pergunta metad repent vizinho saneada benefício mínimo calçamento reflita hino cidadão direito saneamento calçamento guardiã abril data cumprimo compromisso carimbo mão carimbo comunidad resposta
"Calendário JPB retorna ao bairro do Bancários, em João Pessoa-2852826.wav",pedido providência acident cruzamento rua volta cruzamento rua constant providência segurança trânsito acident reportagem flagrant situaçõ perigosa foto acident cruzamento acident acident contramão alta velocidad hora série noit madrugada manhã horário representant conosco trânsito resposta força conscientização placa hora raro motorista velocidad verdad incident acident velocidad finalização única segurança redutor velocidad eletrônico física batida cara contramão rapaz rapaz água moto rapaz mort mort cruzamento dore mort mort providência briga alternativa
Calendário JPB dessa sexta-feira volta ao bairro 13 de Maio-4843313.wav,hora volta lixo preservação notícia e-mail verd ação limpeza surpresa janeiro reivindicação comunidad fevereiro ninguém foto cabeça muro vaso sanitário piscina perfeita mosquito cabeça copinho plástico pratinho garrafa criadouro mosquito pessoa zica dengu amor deu look carinho fato important terreno lixo impressão pessoa lixo reportagem conscientização pior notícia pergunta casa muro casa difícil trabalho procedimento campo lixo cúbico lixo materi atenção andamento
O Calendário JPB dessa sexta-feira volta ao Distrito Mecânico e traz boas notícias-5377362.wav,distrito ajuda ano solução enorm começo buraco enorm escoar tartaruga muita tartaruga distrito situação respeito comunidad desrespeito distrito condiçõ vergonha casa ninguém pedestr município ligaçõ clandestina esgoto seinfra vala luta senha buraco maio obra tubulação drenagem maneira buraco present vivo obra graça obra drenagem hora última visita carro portõ galeria água tubulação manilha vala pedido verdad rede drenagem rede esgoto pavimentação cabeça
Calendário JPB volta ao Funcionários IV-3173448.wav,vivo cheio lixo sossego vivo porta ligação diferent diferent luta ideia abril imagen mussuré cheia mato esgoto verdad esgoto cheiro insuportável árvore nativa raíz passagem água passagem água cheiro insuportável população sofá colchão animai cheiro dezembro última última vida secretário ambient município responsabilidad população solução trabalho senhor início trabalho satisfeito secretaria ambient secretário promessa realidad idad população árvore cenário melhor população convivo cheiro insuportável margen mussuré notícia população informaçõ vivo paisagem situação água rápido água água água limpa esgoto seguint entrada galeria
"Calendário JPB tem carimbo de resolvido em creche de Queimadas, PB-5011913.wav",notícia conclusão obra crech município carimbo fachada notícia frent ideia puxamo imagen arquivo projeto obra previsão prazo obra paralisada azui justificativa causa mudança inauguração constatamo crech pronta pessoa professora técnica secretaria educação treinamento educação infantil crech segunda-feira estrutura novinha folha espaço crech auditório teatro parquinho brinquedoteca sala aula cozinha refeitório criança idad visita maravilhosa sorriso rosto mundo notícia crech estrutura estrutura crech secretária verdad feliz obra educação crech leit crech centro município padrão alegria gestão educação comunidad obra maravilhosa criança oportunidad amor carinho acompanhamento pedagógico bonito fácil prova
Confira o Calendário JPB dessa quarta-feira-4617784.wav,visita vaso calçamento pior calçamento sede junta café manhã secretário promessa sede resposta previsõ bolo situação nariz palhaço autoridad situação essa décima jeito história casa metad calçamento trecho único região calçamento metad última prazo planejamento previsão casamento papel e-mail assessoria imprensa secretaria infraestrutura previsão pavimentação rua prioridad pavimentação eleita orçamento participativo rua plenária orçamento participativo calçamento secretário cara pedaço calçamento dinheiro secretário pronta pergunta contato ministério cidad processo calçamento rua dificuldad enorm dinheiro
Calendário JPB volta a Santa Rita-3265416.wav,popular construção praça situação política cidad estável popular compromisso espaço praça ninguém estaca denovo começo arrancar volta isso prefeito indecisão política avanço hora solto risco vida criança lixo morador fogo fumaça horrorosa compromisso rato palavra projeto navio important compromisso independent prefeito compromisso important claro política comunidad compromisso resposta praça licitação ordem serviço obra resposta licitação andamento início obra resposta espaço praça criança vazio mato situação ação mato pessoa lugar homem bola prefeito
"Calendário JPB volta a Cabaceiras, no Cariri da Paraíba-3467790.wav",hora equip cidad obra acesso município única rota assalto terra bode gravação film nacionai tábua pirulito cheia buraco mostramo situação diferent obra último saída queimada assalto pequeno trecho encontramo homen obra sinalização rodovia direto terra bode cidad obra melhoria obra hora data obra obra pronto julho cidad bode pronto obra sonho ano atraçõ cidad entrada incentivo região viagem tranquila pessoa terra vida
Calendário JPB vai à comunidade do 'S'-2674887.wav,pessoa lixo ano público sonho favela equip situação crítica imagen chuva lama barata rato velha cobra filho situação situação lama moradia digna secretário resposta mento basico melhoria casa resultado comunidad antigo lixão sangu terreno água difícil situação casa família precária difícil família situação comunidad antigo lixão sensação família lixo sujeira animai morto fedor comunidad crédito quanta criança puxadinho comunidad princip professor inverno temperatura pano chão casa casa diferent redor casa lixo entulho sujeira pequenininha
Calendário JPB retorna a Intermares-2862621.wav,crueldad reforma obra obra público prazo resposta volta olha comunidad peso beijo mudança verdad faixa retorno materi ninguém perfeito senhor vejo notícia ótimo presença olha secretário paisagem última claro preocupação comunidad população perigo resposta quadra espaço público comunidad senhor data estoqu toqu estoqu torno equipamento infraestrutura manutenção ferro lixeira ferro lixeira gradeado jeito plano específico formação informação pasta pasta previsõ reparo específica condiçõ prazo recuperação quadra extrema situação cano acident senhor compromet secretário população administração atenção
Calendário JPB vai até o bairro do Altiplano-4200355.wav,12:03 direto capit posto saúd vergonha situação pessoa nome nobr infraestrutura pobr condiçõ consulta médica plano saúd rede pública assistência saúd situação posto saúd cadeado reforma situação abandono materi construção critério reforma frent entulho história pior confira reportagem descaso saúd ano obra cara placa início término obra obra última outubro pergunta prefeito obra pergunta situação difícil difícil médica vacina mãe colégio vizinha aula causa criança médico médico médica jeito sala aula quadra quadra mundo privacidad pronto exam horrível marcação exam distrito remédio médico jeito condiçõ rápido ninguém satisfação exam exam transvagin exam exam feliz posto meta assistent assistência médica encaminh
Calendário JPB volta ao bairro 13 de maio com boas notícias-4918886.wav,morador terreno fácil muro essa última sacola lixo terreno terreno volta comunidad limpo volta capítulo história muro cinza branquinho mensagem limpeza placa olha mensagem pedido visita simpl lixo terreno simpl quantidad lixo máquina preciso muro refez fileira tijolo satisfação concluamo serviço população atento vigilant limpinho placa senso responsabilidad lixo ninguém lixo projeto história pracinha sombreiro grama invé lixo filha iniciativa trabalho imagem alegria comunidad força comunidad hora
Calendário JPB inspeciona obras de reforma do estádio Amigão-4591310.wav,amigo cobrança globoesporte.com antiga difícil força-tarefa obra amigão terminaram obra reai seguint olhada obra reforma superintendência obra plano desenvolvimento envolvimento suplan agosto última elevador acesso cabin imprensa pronto instalação catraca eletrônica fiação elétrica elevador motor velha roleta catraca eletrônica banheiro pronto torcedor cadeira obra reforma estádio amigão placa inauguração contrato reai construtora suplan obra externa pronta dezembro mundo conta estádio produção contato suplan engenheiro empresa prazo interna dezembro torcedor confortavelment segurança time coração seguint campeonato pronto interna estádio data jogo campeonato campeonato campeonato
Calendário JPB dessa segunda-feira volta ao Altiplano-4499781.wav,posto saúd reforma história maio obra reforma obra última outubro pergunta prefeito obra perspectiva sofrimento atendimento precária escola sala aula quadra quadra mundo privacidad pronto obra data novidad carimbo situação cheirinho cao luxo pouquinho comunidad encontramo túnel rápida rápida fiquei feliz pronto casa casa recepção recepcionista população sala escuta acolhimento pré-atendimento banheiro feminino masculino banheiro população farmácia posto coleta espaço treinamento construcionai atividad gestant idoso parabén reunião quent auditório conforto maravilhoso sala curativo sala médica sala atendimento enfermeira sala dentista espaço chão cadeira dentista balcão atendimento privacidad população
Calendário JPB vai à praça São Gonçalo-3132638.wav,causa igreja frent verd dia pessoa pessoa projeto incentivo atividad física pessoa equipamento academia livr equip pedido praça quadra esport ambient lazer reforma academia parafuso pessoa vida direito equipamento educação física pezinho garrafinha cheia areia negócio sono vassoura alongamento casa filho perna agachamento melhor manhã sinto equipamento manutenção segurança prova árvore pessoa limpeza rua volta seinfra luminária atuai década ronca pessoa guardiã pessoa senhora responsabilidad senhora data compromisso resposta secretaria planejamento academia demanda senhor iluminação segurança limpeza resposta prazo autoridad resposta autoridad física praça
Comunidade se livra do lixo em Cabedelo-3050674.wav,última retrospectiva história lixo porta casa festa aniversário cidad present mato cheio lixo ano resultado trabalho comunidad presença atuant retirada lixo própria lixo serviço manutenção semana trist população placa comunidad bonito carimbo recordação present parabén parabén
Moradores do Serrotão comemoram problema de falta d'água resolvido-4537464.wav,notícia diferença condomínio rural serrotão cobrança abastecimento água carimbo alta serrotão abastecimento pressão água suficient regularidad casa condomínio rural serrotão pressão água suficient caixa tubulação água bacia cano água família bald chuveiro banho chuveiro gerent region manobra rede sofrimento família água torneira hora semana casa água calçamento serviço irmã bomba agosto solução expansão rede abastecimento prazo condomínio rural casa água torneira água equip causa abastecimento água pedido japa religação casa cadastrador regulamentação cadastramento ligação cadastro conta feliz água comunidad
Calendário JPB vai ao bairro de Velame-2554028.wav,velam esgoto comunidad inteira equip história via acesso principai velam rede esgoto desobstrução paliativo desentupir falei reclamação vistoria bombada extintor água equip reportagem sufoco antigo oposto elísio transtorno maio comunidad entop reparo rede teria
Calendário JPB chega no José Américo para ajudar a resolver problema de esgoto na rua-5691099.wav,hora missão esgoto calçamento ônibu situação esgoto antigo jeito buraco terreno transtorno motorista transport público perigo veículo pessoa comunidad força situação insustentável caso moradora alguém situação resposta seriam rápido solução responsável máquina velha risco carro moto buraco fort pouquinho reportagem vontad amigo doença rato coisa apelo inverno chuva órgão paliativo coisa esgoto água órgão competent possibilidad erro saneamento rua saneamento saneamento certo ligação ligação resultado água saneamento ligação direta órgão competent
Moradores do conjunto do Ipep pedem iluminação pública-4699357.wav,comunidad bairro iluminação clamor marcamo data voltamo luze noit bonita principai rua entorno açud velho brilho decoração natalina destaca conjunto situação diferent pisca pisca iluminação cara imagen próprio vantagem mostramo rua escura noit escura escuro hora noit mercadinho padaria substituição locai necessária instalação post iluminação resposta positiva obra responsável setor iluminação entrevista produção telefon resposta processo empresa recurso administrativo termo edit processo licitatório prazo burocracia mundo papelada prazo suficient processo empresa serviço comunidad prazo conta própria processo licitatório instalação post notícia
Calendário JPB volta ao bairro das Malvinas em Campina Grande-4109235.wav,trânsito situação ninguém faixa pedestr equip equip trecho tarefa neta colégio outro carn ninguém faixa principai trânsito intenso alta velocidad 11:30 meio-dia horário noit sexta-feira faixa pedestr flagramo caminhão desceu carro entrega client manhã faixa pedestr sinalização preciso redutor velocidad pessoa faixa perigoso faixa respeito masculino sttp autorização física situação perigoso pessoa travessia faixa maio física sinalização vila viramo página maio ess prazo instalação
Calendário JPB acompanha instalação de lombada no Presidente Médici-4508445.wav,comunidad pessoa atenção vida mulher marido casa luto luta luta valeu pena pedestr faixa visível perigoso melhorada melhoria trânsito princip sttp gerent transport lombada eletrônica projeto solução rápida colocação física pista sttp chamado serviço açõ segurança sinalização disposição população fizemo reavivamento faixa pedestr física pintura placa termo alimentação velocidad locai horário específico moradora licença levanta bandeira luta trânsito reivindicação solicitação urgência busca casa trânsito voluntária luta trânsito melhor melhoria tráfico segurança feliz queremo segurança desliz alguém frent atenção faixa direito feliz conquista trânsito marido frent casa luto luta
Calendário JPB -moradores estão com medo de levar choque em poste instalado numa calçada-5051218.wav,garagem casa post danado short assunto post moradora casa comunidad inteira risco mort solução chuva lanchonet história post casa senhora projeto dinheiro porta senhora casa senhora casa caixa construtora post casa negócio tranquila filha família acesso garagem veículo carro pequeno entro habilidad motorista carro casa drama exclusivo justiça senhora post estrutura exposta risco choqu comunidad projetista senhora outro cuidado população post descarga elétrica risco pessoa avisa plantão post mundo sequer post criança menino medo rua difícil noção risco solução fácil solução rápida ganho causa fastado palavra juiz concessionária instalação post ônu consumidora juiz post
"Calendário JPB vai ao Distrito dos Mecânicos, em Campina Grande-2763729.wav",situação fácil distrito seríssimo intransitável buraco comunidad terreno baldio lixo situação comunidad comum distrito vivo abertura calçamento rede esgoto livro matéria distrito quarteirão pequena problema rua cidad calçamento rede esgoto carro conta própria suficient fizemo requerimento abaixo-assinado resposta público cansamo situação situação calamitosa lama gota lixo mato sujeira juízo quantidad mato região área lixo resultado diferent rato cobra escorpião doença casa criança risco inseto cobra mato acúmulo lixo calçamento risco doença hepatit anim banho frent casa prejudici criança metad rede esgoto empresa casa horrível horrível cheiro prejudica criança
Calendário JPB vai ao bairro de Santo Antônio em Campina Grande-3471165.wav,situação estudant escola pública dificuldad hora hora escola volta aula semana surpresa cinegrafista história manhã horário saída aluno conta calçamento criança mundo aperto faixa pedestr quebra-mola melhor segurança situação início maio secretaria serviço urbano recapeamento frent escola faixa pedestr quebra-mola compromisso sttp segurança comunidad escola casa menino instituição fin lucrativo buraco cheio quebra-mola acesso escola segurança melhor marca diretora escola professora josilda professora meta davi carimbar alegria espaço segurança faixa bonito carimbo
"Calendário JPB cobra melhoria para alunos do bairro do Catolé, em Campina Grande-3178248.wav",equip escola causa risco acident notícia semana realidad pai aluno escola dificuldad faixa pedestr festa colégio criança sinal hora hora aula hora pessoa dificuldad moto velocidad melhor sinalização redutor velocidad superintendência trânsito transport público sttp superintendent melhoria sinalização vertic horizont implantação quinta-feira planta sinalização vertic horizont faixa pedestr sinalização volta frent escola sttp tachinha sinalização passagem faixa pedestr escola tranquila aluno senhora meia hora criança melhor melhor criança acident criança nome casa pronto escola olha carimbo sttp pedido pai aluno faixa visibilidad velocidad posto dura motorista trânsito inseguro absurdo carro filha mão sinalização motorista irresponsável
"O Calendário JPB desta quarta-feira vai ao bairro de Oitizeiro, em João Pessoa-4854561.wav",hora problemão oitizeiro causa fenda enorm vida exagero tubulação explosão autoridad situação metralha difícil ele metralha venda conta chuva cano garagem carro tubulação água feio pior fenda tubulação medo explosão mundo frent casa condiçõ irmã carro garagem carro filho difícil marido pont carrada aterro botei tudinho autoridad competent situação senha única galeria pluvial água erosão enorm negócio alguém acident feio senhor situação pouquinho solução representant tubulação resposta resposta autoridad pedido reportagem vídeo situação urgent risco explosão pedai risco
Confira o Calendário JPB dessa segunda-feira-4564915.wav,reportagem acident mort nego providência solução força placa pare alerta motorista cruzamento verdad apelo autoridad cruzamento casa ideia diga carro cruzamento manhã casa recebi telefonema porto inteiro carro perda total carro carro direto dona loja impacto carro loja vidro todinho casa carro história later bota carro carro coragem carro jardineira fred risco prédio portão moto acident cruzamento placa pare motorista cheio motociclista volant cruzamento faixa faixa pedestr sinalização motorista respeito sinalização horário pico imprudência motorista pasmem consegui motorista contramão nego completo desrespeito sinalização alta velocidad redutor velocidad cruzamento velocidad cruzamento frent con necessidad sinal senhora câmera segurança prédio acident ônibu
Retrospectiva 2012 - confira no Calendário JPB-2315601.wav,pessoa taxista pedestr semáforo espaço curto reuniõ fácil novela feliz comunidad satisfeita festa queremo luta todinho charada tchau atenção filha cheiro horrível criança água esgoto feliz feliz nome agradeço beleza jeito agradeço quadro capit
Moradores solicitam lombada em rua e quebra-mola é instalado em outro ponto-5413075.wav,bairro quebra-mola lombada certo trabalho diferent diferent seguint antiga br-104 olha localidad casa escola dificuldad pista netinha escola jeito meia hora carro motorista ônibu horário saída reivindicação séria idoso pessoa idad criança dona casa mundo quent previsão alta carro fila fila carro ninguém história antiga braço melhoria sinalização localidad velho acident encaminhamo abaixo-assinado adenit assinatura população zona urbana documento denit verdad resposta quebra-mola verdad parqu exposição quarta-feira denit desculpa documento quebra-mola solicitação
Calendário JPB atende ao pedido para ajudar crianças especiais a terem direito à educação-3978527.wav,pedido criança síndrome ajuda situação filho criança direito básico reclamação diferent esgoto grave inclusiva criança direito qualidad criança especiai criança escola retorno estrutura cacion filho verdad luta luta mediador secretaria secretário coordenadora necessidad criança sala aula mediador promotoria doutora ganho causa inteiro coordenadora mediador sala aula filho escola trabalho preciso filho sala aula sozinho sala sala aula filho pessoa próprio capacitação deficient intelectu deficient autista professor secretaria ajud mediador sala recurso ninguém equipamento computador novinho governo feder profission sala recurso contraturno maneira cego surdo intérpret sinai deficient intelectu mediador professor informação raciocínio lento pessoa tradução drama papel fato filho portador
Calendário JPB na Praça São Gonçalo-3205353.wav,ginástica princip pedido atividad física manutenção espaçosa espaço instalação equipamento ginástica última reforma espaço equipamento ginástica acident prova vento joelho casa acident parafuso parafuso hora pessoa atividad física idoso história responsável secretário esport município presença novidad ginástica reforma prefeito contato secretário esport novidad novidad assunto equipamento seinfra noit escuro iluminação conta verdad noit escuro escuro mundo compromet segurança infra situação iluminação prazo resposta luminação secretário estudo vigilância fruta-pão important conservação olha limpeza lixo
"Alunos, pais e funcionários pedem cobertura para escola no Calendário JPB-4970245.wav",comunidad vivo amiga grisi acolhedor mundo casa olha motivo escola hora criança turno manhã pouquinho calmaria escola educação infantil única frent escola única disponível escola solzão calor pouquinho vivo chuva realidad aluno chuva atividad esportiva melhor direitinho reportagem criança sábado melhor hora recreio sala aula barriga fome ment lenta sinal alerta barriga hora energia sobra estrutura vontad pedra toco toco escaldant cobertura ruim recreio situação física ruim professor professor negócio casa caixa pele cobertura escola mundo casa vermelho olho olho quent par branca perdoa
